tf_layer_0_HIGH_SIM,tf_layer_0_LOW_SIM,tf_layer_1_HIGH_SIM,tf_layer_1_LOW_SIM,tf_layer_2_HIGH_SIM,tf_layer_2_LOW_SIM,tf_layer_3_HIGH_SIM,tf_layer_3_LOW_SIM,tf_layer_4_HIGH_SIM,tf_layer_4_LOW_SIM,tf_layer_5_HIGH_SIM,tf_layer_5_LOW_SIM,tf_layer_6_HIGH_SIM,tf_layer_6_LOW_SIM,tf_layer_7_HIGH_SIM,tf_layer_7_LOW_SIM,tf_layer_8_HIGH_SIM,tf_layer_8_LOW_SIM,tf_layer_9_HIGH_SIM,tf_layer_9_LOW_SIM,tf_layer_10_HIGH_SIM,tf_layer_10_LOW_SIM,tf_layer_11_HIGH_SIM,tf_layer_11_LOW_SIM,tf_layer_12_HIGH_SIM,tf_layer_12_LOW_SIM,tf_layer_13_HIGH_SIM,tf_layer_13_LOW_SIM,tf_layer_14_HIGH_SIM,tf_layer_14_LOW_SIM,tf_layer_15_HIGH_SIM,tf_layer_15_LOW_SIM,tf_layer_16_HIGH_SIM,tf_layer_16_LOW_SIM,tf_layer_17_HIGH_SIM,tf_layer_17_LOW_SIM
0.026754152338647523,0.07480182819654868,0.0786510195003141,0.13996226597723177,0.05907997552044616,0.13170516752789022,0.07768396021550938,0.15127801356334455,0.04208289698534225,0.1180486682388005,0.03149224580553841,0.10569396557282923,0.01097387573301973,0.08093846003541122,0.030791809762350627,0.10363907053308356,0.08003456246152997,0.12914667107837993,0.1573127424616583,0.23285490477360155,0.2859655358571746,0.3407128340528065,0.5349067514705076,0.5876651269965804,0.6304916324582162,0.6726758353198192,0.6285569463469951,0.722283675597296,0.5661315967050545,0.6699942097528157,0.501334138648887,0.5841973100462016,0.566878764444884,0.6460644080816174,0.5319829036967408,0.5926339905195541
0.004086136904237842,0.08567408174989359,0.07561022510175701,0.15571407224987688,0.04879320164921895,0.1529327132346564,0.07577843071222776,0.17125841027859043,0.030760010750240332,0.14060094903183715,0.02358685691570371,0.1302790534089114,-0.007947064620087346,0.10975660754197669,0.027263792677132973,0.13191066552250788,0.060045218861570486,0.18449486257017872,0.13420634340433799,0.23297185568659334,0.2719201011851629,0.3377913528363786,0.5127502890062049,0.5581357504280772,0.6408380528185796,0.65906629910964,0.6486830356812303,0.6856759434602291,0.5827572549179381,0.6205016229852344,0.5206683373525602,0.556148424716277,0.5866831713227452,0.5920366334669266,0.5432984542085608,0.5703766474583992
0.027638561765213274,0.10307052061668524,0.0657622426104234,0.17632587772443203,0.05059601877946247,0.1717855411082048,0.07170650435796161,0.1954556192822336,0.03697211668153811,0.172698178069758,0.015296096684167893,0.15348810389360146,-0.002985629824414011,0.14168927245243249,0.007815230046057295,0.1503292496379384,0.02774354480503352,0.19817781337060622,0.10601110469161787,0.33027003934559257,0.23363091357116392,0.39192664899847146,0.49727048491301573,0.604299275894819,0.6130425770074123,0.7033165394509786,0.6274474603674658,0.7484777709168786,0.5440319604738179,0.6781006743016055,0.4747179501325212,0.5881361827621819,0.5636399326473039,0.6586248896823937,0.5506798994489853,0.6303320251958892
0.07839021599413576,0.06943304497566409,0.12094310470756571,0.1317984734042874,0.10778747186530215,0.12167396724804244,0.13076118554687646,0.14182800659859732,0.10171138559202074,0.10771190035457803,0.08508545002617722,0.08013231001985088,0.08210253313097607,0.05593011281228781,0.08602786606662188,0.0756496780815056,0.14929548370445164,0.07586171597004275,0.26138581047136994,0.14479776942947115,0.41377399946089527,0.2692274518583618,0.6234699898631473,0.5149285863669021,0.7424826145354273,0.6541945997071695,0.7403649340732442,0.7040909472548526,0.6852542377226568,0.6311701212161167,0.6048748995004177,0.550179033269136,0.6767953153723142,0.6266823945842698,0.6598822580693021,0.6309932226072851
0.004014549960564137,0.07518038369533842,0.07528838106591734,0.14120239330111337,0.04800077780527662,0.13243621018888044,0.07546639268636185,0.15284819259016807,0.029974251443993846,0.11951157062809052,0.022929408022870273,0.10777097040136922,-0.009040932500973682,0.0829981515212191,0.02276787093282588,0.10423862966800677,0.05729745997962584,0.12626567685060314,0.1317156238486617,0.21978847071178473,0.2031837190830916,0.35785721102564866,0.4180299684613617,0.633623165788636,0.5435561212428637,0.7178033517284782,0.5510541895647688,0.7641706315222935,0.4869289419837226,0.7098861222764463,0.41763902178397444,0.6147940812284798,0.496816928023137,0.6593077330782324,0.4260169379325837,0.6309050043051594
0.004062994695278524,0.08563573676931263,0.07790111254859158,0.15557601623596568,0.04924622505972081,0.15306489183944727,0.07580871352809418,0.1720203654298189,0.03008620735705658,0.14199508619950438,0.02227336315804473,0.13222242662284311,-0.009776672323815171,0.11134659021334292,0.02381464850479787,0.13207021764240331,0.051499958970150646,0.18359752665470033,0.10638094298743447,0.23000256435872135,0.17202334280491366,0.3456953881131501,0.3906540684612149,0.6088660158529717,0.5355327835497119,0.7004966228090755,0.5452755096564155,0.712553518692534,0.46886075915230613,0.6474991418905556,0.4037682959172918,0.5678060129748099,0.4810192289752475,0.5796761036258886,0.4204883915347225,0.5689954441839443
0.07845089606338602,0.10324955119673115,0.11132899438450904,0.17631752582503238,0.10120725481967634,0.17214853725363496,0.12484683810862673,0.19678449139772214,0.09747874960929201,0.17432041077583396,0.08156272295496043,0.1554964188661277,0.07799337880201283,0.14308381374112702,0.0742492192281738,0.1504378553764691,0.11248224283833298,0.1924261390200903,0.18538195923190928,0.3213682884904177,0.22309496636777593,0.40320380777821846,0.44544387899384874,0.6378664340317364,0.5733311221536511,0.7328392562390029,0.5665812031561573,0.7792039985096948,0.5067657270802156,0.706580089912924,0.4359414069374262,0.6137036157828095,0.5137012339192464,0.6589320854175682,0.458162649464775,0.6492490924555115
0.07841186423347601,0.06931518178519251,0.12306021676517762,0.12971443022563697,0.1088204203931719,0.12066549235043525,0.1312823771028574,0.14145030464698566,0.10182000949017128,0.10752220375140202,0.08463006709372159,0.08080652557906677,0.08104894359079615,0.05633703814068,0.0832316652037245,0.07620030786331114,0.14477646718843634,0.07671131168533381,0.24006605667641354,0.14122900053441995,0.29452386664353386,0.2608351360647118,0.484723774160443,0.538385403010375,0.625749901951021,0.6650968671023518,0.6225412206808504,0.7066672156779598,0.5677017469579181,0.6379479748688228,0.49160136740329585,0.5529375441943942,0.5461964040623756,0.5790517148417853,0.49401816446111607,0.5869892369778721
0.08579327281802397,0.004942112641557731,0.1488886129079509,0.08190808158547161,0.1498425192452899,0.05421746506052482,0.1677329320140393,0.08201889821996863,0.13695956143039487,0.03575303147103256,0.1256969484814227,0.0297306826613208,0.10522990172055324,-0.0009902676133464454,0.11960597086444123,0.044444932818859646,0.15900590137093457,0.08443291421185485,0.19950129237269518,0.17346081414755926,0.3359270696244183,0.30006327911163544,0.5528763175061772,0.558781312457276,0.6276121035246616,0.6701219781337279,0.6173668287874879,0.7013959422968618,0.5571057514455415,0.6415901028407884,0.5060220274656958,0.5719512263124408,0.5641187603185348,0.6311077497152232,0.5358160109241045,0.5793049739408633
0.07456477478425591,0.027398904563026665,0.13429352451237936,0.08511866687727601,0.1286904996663867,0.06414771330256053,0.14775602625338197,0.08523801384614463,0.11549957591586454,0.05029736714043563,0.10047178705218358,0.04041226558662931,0.07548373164994074,0.020002580122395003,0.09339638047356764,0.05037071927136709,0.11557146050028151,0.11661332837230579,0.17291800459234394,0.19384128621883218,0.29729779561462927,0.2872356969758693,0.5306697780158086,0.5268859483043096,0.6335774433087628,0.645625754227006,0.6502038825558923,0.7103872238974278,0.5840875377293674,0.6615952755628924,0.5235160910395452,0.5880413115661197,0.6103356785834723,0.629970005568279,0.5537539118708216,0.6000637120344471
